Radius,PS Rate,Seed,Closure Time,Traction,Strain
15.0,2.0,2,56.400000000000006,0.2602640631995348,0.005796053395672701
15.0,2.0,3,64.80000000000001,0.261090730924206,0.00585001657159067
15.0,2.0,4,58.80000000000001,0.2587981776824503,0.005364703774286985
15.0,2.0,5,66.0,0.26261607664960596,0.006117464621422733
15.0,4.0,1,69.60000000000001,0.2407908214971138,0.004598327352531408
15.0,4.0,2,80.4,0.22791696699821187,0.004391420408485856
15.0,4.0,3,57.60000000000001,0.26115132476530556,0.005681208141130588
15.0,4.0,4,54.0,0.26979040505616286,0.006361647419719115
15.0,4.0,5,61.2,0.25819278197818757,0.00547430682774438
15.0,8.0,1,73.2,0.24241656927704625,0.004789359830831513
15.0,8.0,2,91.20000000000002,0.2251120784048818,0.004333669587048939
15.0,8.0,3,75.60000000000001,0.23231554906678725,0.004580257407642632
15.0,8.0,4,97.2,0.2244075401966926,0.004361911754316094
15.0,8.0,5,78.0,0.23141729940329522,0.004582503688797355
15.0,16.0,1,112.80000000000001,0.21394325584270857,0.004178148753701887
15.0,16.0,2,109.20000000000002,0.21516828689970485,0.004155834253956198
15.0,16.0,3,88.80000000000001,0.22575455834967273,0.004620762960184058
15.0,16.0,4,96.00000000000001,0.22268715725854243,0.004337172771155492
15.0,16.0,5,97.2,0.22370590224057338,0.004094966975031682
15.0,1000.0,1,106.80000000000001,0.21905786649617148,0.004528327502116692
15.0,1000.0,2,94.80000000000001,0.21433788256109673,0.004264799488305186
15.0,1000.0,3,103.2,0.2124503609094611,0.004057124973539918
15.0,1000.0,4,93.60000000000001,0.22075675196901962,0.004689470999970133
15.0,1000.0,5,91.20000000000002,0.21927777895667522,0.00414844253644922
20.0,0.0,1,142.8,0.23918702486779947,0.006994516123243282
20.0,0.0,2,154.8,0.2423237859708231,0.007098475561845012
20.0,0.0,3,127.2,0.2512853011998785,0.007159450767753734
20.0,0.0,4,132.0,0.24905518443631783,0.007668077266234367
20.0,0.0,5,124.80000000000001,0.25458695742184606,0.007598556908756118
20.0,1.0,1,97.2,0.2651530414079885,0.007009162433098803
20.0,1.0,2,100.8,0.26202472028138046,0.00727377322386174
20.0,1.0,3,98.40000000000002,0.26335240323105197,0.006970954738641279
20.0,1.0,4,94.80000000000001,0.26394878773452446,0.007416618116460013
20.0,1.0,5,86.4,0.28426448660196757,0.008054206476228154
20.0,2.0,1,93.60000000000001,0.2666317805173796,0.006943040220318935
20.0,2.0,2,130.8,0.23712668656208272,0.00604392840203413
20.0,2.0,3,135.6,0.22691319392940779,0.005437729218786835
20.0,2.0,4,96.00000000000001,0.2665281098801929,0.007409974341964614
20.0,2.0,5,88.80000000000001,0.2675947601886887,0.0072399222917518425
20.0,4.0,1,157.20000000000002,0.22063629974256446,0.005661500411311136
20.0,4.0,2,159.60000000000002,0.22374195507476924,0.005590699295010614
20.0,4.0,3,186.0,0.2100616166358504,0.004776686536760437
20.0,4.0,4,117.60000000000002,0.24305524151969754,0.00625016348893213
20.0,4.0,5,175.20000000000005,0.21649107305668802,0.005409546851797541
20.0,8.0,1,222.00000000000003,0.20201126431114877,0.005085767390956241
20.0,8.0,2,170.40000000000003,0.21410584322910017,0.005112909707040802
20.0,8.0,3,199.20000000000002,0.20302687080123094,0.004575545195485267
20.0,8.0,4,169.20000000000002,0.211644511530263,0.005440743556822872
20.0,8.0,5,156.0,0.21744513138262866,0.005301881950932319
20.0,16.0,1,205.20000000000005,0.2039193066164355,0.0047481851373423305
20.0,16.0,2,198.0,0.20217535961132702,0.004925602603156124
20.0,16.0,3,205.20000000000005,0.19775754284146452,0.00437943739016578
20.0,16.0,4,199.20000000000002,0.2000795919150056,0.0046480009392724665
20.0,16.0,5,177.60000000000002,0.20792893222332043,0.005015252176213746
20.0,1000.0,1,196.80000000000004,0.19853190744268187,0.004912085720603274
20.0,1000.0,2,199.20000000000002,0.20324422441130716,0.005145502662405167
20.0,1000.0,3,212.40000000000003,0.19490959226132357,0.0045248368884107945
20.0,1000.0,4,208.8,0.19271103197129735,0.004911117375421484
20.0,1000.0,5,200.40000000000003,0.19252042671718306,0.0042924129504189465
25.0,0.0,1,154.8,0.2750375917122007,0.00967201048073736
25.0,0.0,2,152.40000000000003,0.2732746394397958,0.009908737415942429
25.0,0.0,3,158.4,0.2770801510541398,0.009993323420601623
25.0,0.0,4,166.8,0.26571261006383223,0.00913837171094273
25.0,0.0,5,150.00000000000003,0.27668607264464695,0.009920413212243313
25.0,1.0,1,135.6,0.27678177679661364,0.00927389921806474
25.0,1.0,2,152.40000000000003,0.2735887027408801,0.008889765895921123
25.0,1.0,3,139.20000000000002,0.28419689185944774,0.00932293856856614
25.0,1.0,4,138.0,0.2860583185526692,0.009752444949353904
25.0,1.0,5,136.8,0.2853717530059391,0.010114129221200193
25.0,2.0,1,237.60000000000002,0.2300823939547143,0.006966378940365896
25.0,2.0,2,291.6,0.20431615242171902,0.005500150666956076
25.0,2.0,3,217.20000000000002,0.2273363445401401,0.006326688919022457
25.0,2.0,4,171.6,0.2562728257147634,0.008452886637625199
25.0,2.0,5,204.00000000000003,0.23648407925705495,0.0073807979869875626
25.0,4.0,1,228.0,0.21581802299935254,0.005992877830414869
25.0,4.0,2,250.8,0.20948400553909038,0.0061490419020709414
25.0,4.0,3,301.2,0.20184935190765516,0.005562890478707132
25.0,4.0,4,259.20000000000005,0.20690125022151212,0.0058406016891158685
25.0,4.0,5,255.60000000000002,0.20826153252010993,0.0065352830489100126
25.0,8.0,1,350.4000000000001,0.18914991774441717,0.004562835953173516
25.0,8.0,2,278.40000000000003,0.20026951089301465,0.005589702306167557
25.0,8.0,3,373.2,0.1858652458024285,0.004295590376618822
25.0,8.0,4,288.0,0.1934445710234135,0.005074214243483956
25.0,8.0,5,285.6,0.19992969147075498,0.006152218296533326
25.0,16.0,1,306.0,0.18984998963617794,0.005029017975321665
25.0,16.0,2,285.6,0.1934074736566481,0.005655875643662153
25.0,16.0,3,301.2,0.1894807321619409,0.005049083349304274
25.0,16.0,4,319.20000000000005,0.19112097200133388,0.005250729500097676
25.0,16.0,5,328.8,0.19222399746468546,0.00541820241825946
25.0,1000.0,1,322.8,0.18865076060824074,0.005197143756437307
25.0,1000.0,2,332.40000000000003,0.18875086708653305,0.005162783266483718
25.0,1000.0,3,392.40000000000003,0.18056563520937516,0.004506200468722472
25.0,1000.0,4,310.8,0.18970466926138174,0.0055246698287687475
25.0,1000.0,5,327.6,0.18513791539658414,0.005189884184053245
