P0,PS Rate,Seed,Total T1s,Closure Time,Traction,Strain,Guidance,Rearrangement,T1 Rate
3.4000000000000004,2.0,1,205.0,58.80000000000001,0.24929850265648007,0.006796711719619756,0.7633211924996628,0.2366788075003372,3.486394557823129
3.4000000000000004,2.0,2,160.0,55.2,0.24440322093493594,0.0060128922939540076,0.8069320441342742,0.19306795586572578,2.898550724637681
3.4000000000000004,2.0,3,157.0,61.2,0.24852455279543734,0.006615407448706324,0.7460322580645161,0.2539677419354839,2.5653594771241828
3.4000000000000004,2.0,4,252.0,57.60000000000001,0.23872281507036167,0.005984191501256534,0.7144725370531823,0.28552746294681774,4.374999999999999
3.4000000000000004,2.0,5,140.0,51.6,0.23949660683568688,0.006094504530060676,0.8256693156392254,0.1743306843607746,2.7131782945736433
3.4000000000000004,4.0,1,144.0,55.2,0.23489805042179562,0.005751487110503136,0.8524602293747687,0.14753977062523127,2.608695652173913
3.4000000000000004,4.0,2,36.0,69.60000000000001,0.22392400546819174,0.005156838146164216,0.9225252320772723,0.07747476792272767,0.5172413793103448
3.4000000000000004,4.0,3,107.0,49.20000000000001,0.24855418798517287,0.006518802346366035,0.8628972492262087,0.1371027507737913,2.1747967479674792
3.4000000000000004,4.0,4,168.0,50.4,0.2494156352932502,0.0067013105007328435,0.776824034334764,0.223175965665236,3.3333333333333335
3.4000000000000004,4.0,5,64.0,64.80000000000001,0.22858859942115992,0.005462419931985006,0.8731574749652911,0.12684252503470894,0.9876543209876542
3.4000000000000004,8.0,1,72.0,80.4,0.218797404246872,0.005599714678305958,0.8925297487880124,0.10747025121198761,0.8955223880597014
3.4000000000000004,8.0,2,40.0,91.20000000000002,0.2043774572114246,0.004616773993229623,0.9392291020356126,0.060770897964387394,0.4385964912280701
3.4000000000000004,8.0,3,123.0,74.4,0.2182448737286943,0.005480131057996138,0.917090928997646,0.082909071002354,1.6532258064516128
3.4000000000000004,8.0,4,192.0,60.00000000000001,0.23426551125114306,0.006366916545465804,0.8164377151642769,0.18356228483572312,3.1999999999999997
3.4000000000000004,8.0,5,84.0,61.2,0.23190017395739707,0.005312123498919576,0.9016911994989039,0.09830880050109614,1.3725490196078431
3.4000000000000004,16.0,1,76.0,85.20000000000002,0.20551850596490237,0.004948143714246306,0.9323768373612288,0.06762316263877122,0.8920187793427228
3.4000000000000004,16.0,2,44.0,86.4,0.20983297964807932,0.005108999265649177,0.9714260181854739,0.028573981814526084,0.5092592592592592
3.4000000000000004,16.0,3,91.0,68.4,0.2172115070153573,0.0050264987096277445,0.9384062107546524,0.06159378924534764,1.330409356725146
3.4000000000000004,16.0,4,95.0,87.60000000000002,0.20039261224562735,0.004445930013636084,0.9166267469227084,0.0833732530772916,1.0844748858447486
3.4000000000000004,16.0,5,56.0,80.4,0.2142490228603161,0.005453170402037848,0.9348832010729854,0.06511679892701461,0.6965174129353233
3.4000000000000004,1000.0,1,75.0,102.00000000000001,0.19089457625612685,0.004223804053729526,0.9344718992248062,0.06552810077519378,0.7352941176470588
3.4000000000000004,1000.0,2,32.0,91.20000000000002,0.20010453608117343,0.0045679201382038265,0.981420208704505,0.01857979129549503,0.35087719298245607
3.4000000000000004,1000.0,3,99.0,87.60000000000002,0.20341816027255072,0.005107714374090006,0.9499153831323236,0.0500846168676764,1.1301369863013695
3.4000000000000004,1000.0,4,92.0,84.0,0.1910287675402403,0.004058448935113943,0.922646881559532,0.077353118440468,1.0952380952380953
3.4000000000000004,1000.0,5,48.0,91.20000000000002,0.19508394525901795,0.004419594053897166,0.9564347894282801,0.043565210571719915,0.5263157894736841
3.6,0.0,1,104.0,69.60000000000001,0.23553788593092093,0.005987913154323291,0.6841247083298192,0.3158752916701808,1.4942528735632181
3.6,0.0,2,79.0,74.4,0.2339365848401336,0.005897235523098225,0.6916810454558312,0.3083189545441688,1.0618279569892473
3.6,0.0,3,136.0,70.80000000000001,0.2274709490063495,0.00521718585134398,0.67799789671148,0.32200210328851997,1.9209039548022595
3.6,0.0,4,132.0,61.2,0.23915051269515789,0.006483404110913595,0.6251040261715499,0.3748959738284501,2.156862745098039
3.6,0.0,5,76.0,74.4,0.2248148776159887,0.005636241578912401,0.6782248281439547,0.3217751718560453,1.021505376344086
3.6,1.0,1,303.0,57.60000000000001,0.24341464879989494,0.005891423737310387,0.7658798966700874,0.23412010332991262,5.260416666666666
3.6,1.0,2,124.0,57.60000000000001,0.24670350482426903,0.005997914671040601,0.8431101818612174,0.15688981813878256,2.1527777777777777
3.6,1.0,3,181.0,57.60000000000001,0.25065689635271377,0.006920542730120708,0.7832077898217894,0.2167922101782106,3.1423611111111107
3.6,1.0,4,464.0,73.2,0.23843022561112867,0.006259388684099942,0.6841185447742825,0.31588145522571753,6.33879781420765
3.6,1.0,5,184.0,61.2,0.24377541187874516,0.005866745893118441,0.778112352274567,0.221887647725433,3.0065359477124183
3.6,2.0,1,300.0,46.800000000000004,0.25297315575000495,0.006227099009029863,0.8031983036621461,0.19680169633785394,6.41025641025641
3.6,2.0,2,60.0,49.20000000000001,0.25111512273739334,0.005635275716110333,0.8720625510160244,0.12793744898397563,1.219512195121951
3.6,2.0,3,124.0,50.4,0.25364171185996515,0.006248017150529837,0.819753192587178,0.18024680741282195,2.4603174603174605
3.6,2.0,4,216.0,54.0,0.24616172780556195,0.006214202541770825,0.7368203974503187,0.2631796025496813,4.0
3.6,2.0,5,256.0,61.2,0.23879696533103828,0.005482859599308319,0.7621143882699536,0.2378856117300464,4.183006535947713
3.6,4.0,1,175.0,46.800000000000004,0.2555469373358347,0.006396297420300354,0.8218412225121133,0.17815877748788667,3.739316239316239
3.6,4.0,2,68.0,54.0,0.24963550483488237,0.006224174437965894,0.9040277886191554,0.09597221138084455,1.2592592592592593
3.6,4.0,3,138.0,54.0,0.2393198820595342,0.005710311117340731,0.8322324431657009,0.16776755683429911,2.5555555555555554
3.6,4.0,4,159.0,58.80000000000001,0.236642595368826,0.0063947928740257665,0.8552777513705359,0.14472224862946415,2.7040816326530606
3.6,4.0,5,160.0,43.2,0.24894551224524558,0.006322211406840023,0.8874927787406124,0.11250722125938761,3.7037037037037033
3.6,8.0,1,156.0,58.80000000000001,0.23814662301612619,0.005958870929565152,0.887256991115628,0.11274300888437205,2.6530612244897953
3.6,8.0,2,44.0,64.80000000000001,0.2367700120751793,0.00571022096522343,0.9147311385024874,0.08526886149751256,0.6790123456790123
3.6,8.0,3,112.0,57.60000000000001,0.23623624171270594,0.006012569210189997,0.9131808820396279,0.08681911796037212,1.9444444444444442
3.6,8.0,4,156.0,64.80000000000001,0.22170211859273614,0.005433575091785301,0.8788257157790812,0.1211742842209188,2.407407407407407
3.6,8.0,5,104.0,70.80000000000001,0.2225116319677484,0.004839111345443477,0.9164040382458202,0.08359596175417983,1.4689265536723162
3.6,16.0,1,92.0,99.60000000000001,0.207322134774959,0.0047359329603732445,0.9292159439334209,0.07078405606657912,0.9236947791164658
3.6,16.0,2,48.0,72.0,0.2215726502757564,0.005092808668214357,0.9713322545846818,0.028667745415318246,0.6666666666666666
3.6,16.0,3,111.0,69.60000000000001,0.2188471463820618,0.004997997507937587,0.9348283310595725,0.06517166894042747,1.5948275862068964
3.6,16.0,4,107.0,69.60000000000001,0.21230450055168235,0.004943873533018358,0.888089549137752,0.11191045086224805,1.5373563218390802
3.6,16.0,5,60.0,70.80000000000001,0.22003535421364845,0.005025125609815105,0.9378438700301048,0.06215612996989517,0.8474576271186439
3.6,1000.0,1,75.0,90.0,0.20526079943877512,0.004491380106983867,0.9494994828965598,0.05050051710344017,0.8333333333333334
3.6,1000.0,2,35.0,91.20000000000002,0.20849510178495492,0.004785308334117356,0.9681551437645921,0.03184485623540789,0.3837719298245613
